timestamp,source_mac,destination_mac,source_ip,destination_ip,source_port,destination_port,protocol,length,ttl,tcp_flags,tcp_window,icmp_type,icmp_code,dns_query,http_method,http_host,http_path,packet_direction
2025-05-22 01:01:04,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,142.251.43.206,192.168.1.33,443,4766,TCP,1466,121,ACK,65535,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:04,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,142.251.43.206,192.168.1.33,443,4766,TCP,975,121,PSH ACK,65535,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:04,7c:10:c9:90:c2:41,c8:3a:35:16:d6:08,192.168.1.33,142.251.43.206,4766,443,TCP,54,128,ACK,64952,N/A,N/A,N/A,N/A,N/A,N/A,Outbound
2025-05-22 01:01:04,7c:10:c9:90:c2:41,c8:3a:35:16:d6:08,192.168.1.33,142.251.43.206,4766,443,TCP,128,128,PSH ACK,64952,N/A,N/A,N/A,N/A,N/A,N/A,Outbound
2025-05-22 01:01:04,7c:10:c9:90:c2:41,c8:3a:35:16:d6:08,192.168.1.33,142.251.43.206,63271,443,UDP,78,128,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Outbound
2025-05-22 01:01:04,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,142.251.43.206,192.168.1.33,443,4766,TCP,1014,121,PSH ACK,65535,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:04,f9:cc:f9:c1:11:ab,c2:bf:62:14:93:45,199.137.185.132,192.168.1.33,21,53,TCP,66,64,FIN SYN RST PSH ACK URG,8192,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:04,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,142.251.43.206,192.168.1.33,443,63271,UDP,66,58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:04,7c:10:c9:90:c2:41,c8:3a:35:16:d6:08,192.168.1.33,142.251.43.206,4766,443,TCP,54,128,ACK,63992,N/A,N/A,N/A,N/A,N/A,N/A,Outbound
2025-05-22 01:01:04,82:ab:cd:25:81:d7,dc:da:f6:cd:69:38,213.134.7.56,192.168.1.33,8080,4444,TCP,66,64,FIN SYN RST PSH ACK URG,8192,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:04,85:23:54:c7:00:47,07:94:d5:4d:b9:99,27.20.101.112,192.168.1.33,12345,22,TCP,66,64,FIN SYN RST PSH ACK URG,8192,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:04,a5:df:41:db:68:f1,e6:9e:6b:09:4a:39,195.160.251.216,192.168.1.33,12345,8080,TCP,66,64,FIN SYN RST PSH ACK URG,8192,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
